horizon,feature_set,model_id,xgb_depth,target_coverage,confidence_cutoff,selected_n,coverage,wins,win_rate,ci95_lower,ci95_upper,flat_rate,baseline_wr,edge,active_weeks
1,NQ_ES,xgb_d4,4,0.2,0.062440812587738,4303,0.200037190274743,2354,0.547060190564722,0.532043207183836,0.562013233934022,0.0376481524517778,0.481989309783872,0.0650708807808506,53
1,NQ_ES,xgb_d4,4,0.1,0.0809476971626282,2152,0.100041839059086,1199,0.557156133828996,0.535871343199914,0.578285040709847,0.0362453531598513,0.468866171003718,0.0882899628252788,53
1,NQ_ES,xgb_d4,4,0.05,0.0972245037555695,1076,0.050020919529543,604,0.561338289962825,0.531090119587502,0.591250123589854,0.0381040892193309,0.434014869888476,0.12732342007435,53
1,NQ_ES,xgb_d4,4,0.02,0.115528678894043,431,0.0200362605178746,249,0.577726218097448,0.529535509118121,0.624842660705735,0.0301624129930394,0.40139211136891,0.176334106728538,53
1,NQ_ES,xgb_d4,4,0.01,0.128523123264313,216,0.0100413741806518,130,0.601851851851852,0.53322464542896,0.667642985137475,0.037037037037037,0.361111111111111,0.240740740740741,52
1,NQ_ES,xgb_d4,4,0.005,0.141069839894772,108,0.00502068709032588,65,0.601851851851852,0.503160240083557,0.694810806682626,0.0555555555555556,0.388888888888889,0.212962962962963,48
1,NQ_ES,xgb_d5,5,0.5,0.033926248550415,10756,0.500023243921715,5674,0.527519523986612,0.5180318322013,0.536992310846313,0.0365377463741168,0.491074748977315,0.0364447750092972,53
1,NQ_ES,xgb_d5,5,0.2,0.0667669773101807,4303,0.200037190274743,2339,0.543574250522891,0.528550161867469,0.55853913584739,0.0360213804322566,0.481524517778294,0.0620497327445968,53
1,NQ_ES,xgb_d5,5,0.1,0.0865986943244934,2152,0.100041839059086,1210,0.562267657992565,0.541001842337164,0.583363646068775,0.0367100371747212,0.474907063197026,0.087360594795539,53
1,NQ_ES,xgb_d5,5,0.05,0.104442059993744,1076,0.050020919529543,605,0.562267657992565,0.53202383956664,0.592170042066417,0.0371747211895911,0.439591078066915,0.122676579925651,53
1,NQ_ES,xgb_d5,5,0.02,0.125440919399261,431,0.0200362605178746,245,0.568445475638051,0.5201902286456,0.615754807900954,0.037122969837587,0.39907192575406,0.169373549883991,53
1,NQ_ES,xgb_d5,5,0.01,0.140742984414101,216,0.0100413741806518,125,0.578703703703704,0.509838920607925,0.645377782398899,0.0416666666666667,0.398148148148148,0.180555555555556,52
1,NQ_ES,xgb_d5,5,0.005,0.152581237256527,108,0.00502068709032588,60,0.555555555555556,0.456806969999629,0.651179922328777,0.0648148148148148,0.416666666666667,0.138888888888889,46
3,NQ_ONLY,logit,,0.5,0.0279613172980938,10747,0.5,5647,0.525448962501163,0.515955762379549,0.534928367580662,0.0196333860612264,0.495301014236531,0.030147948264632,53
3,NQ_ONLY,logit,,0.2,0.0521118020776759,4299,0.200009304922304,2325,0.540823447313329,0.525787216600658,0.555804160558582,0.0200046522447081,0.494068387997209,0.04675505931612,53
3,NQ_ONLY,logit,,0.1,0.0653505479330335,2150,0.100027914766912,1187,0.552093023255814,0.530781618870417,0.573262221931756,0.0176744186046512,0.496279069767442,0.0558139534883722,53
3,NQ_ONLY,logit,,0.05,0.0765305486298167,1075,0.0500139573834559,622,0.578604651162791,0.548440306871578,0.608337534869343,0.012093023255814,0.511627906976744,0.0669767441860465,53
3,NQ_ONLY,logit,,0.02,0.0900424716488879,430,0.0200055829533823,250,0.581395348837209,0.533177105917733,0.628485923887898,0.013953488372093,0.513953488372093,0.0674418604651164,53
3,NQ_ONLY,logit,,0.01,0.0984358126395585,215,0.0100027914766912,121,0.562790697674419,0.49368199187725,0.630143729706124,0.00930232558139535,0.483720930232558,0.0790697674418605,49
3,NQ_ONLY,logit,,0.005,0.105593555832498,108,0.00502465804410533,56,0.518518518518519,0.420304205483405,0.615691752362034,0.0185185185185185,0.435185185185185,0.0833333333333333,46
3,NQ_ONLY,ranger,,0.5,0.0241770755136186,10747,0.5,5680,0.52851958686145,0.519028691418994,0.537995022744521,0.0200986321764213,0.500232623057597,0.0282869638038523,53
3,NQ_ONLY,ranger,,0.2,0.0451723653202539,4299,0.200009304922304,2377,0.552919283554315,0.537908854916755,0.567857743428811,0.021167713421726,0.491277041172366,0.0616422423819493,53
3,NQ_ONLY,ranger,,0.1,0.0576109937976609,2150,0.100027914766912,1209,0.562325581395349,0.541049968169983,0.58343104987393,0.0213953488372093,0.490697674418605,0.0716279069767442,53
3,NQ_ONLY,ranger,,0.05,0.068946929673719,1075,0.0500139573834559,617,0.573953488372093,0.543759095759195,0.603741962454241,0.026046511627907,0.48,0.093953488372093,53
3,NQ_ONLY,ranger,,0.02,0.0815219065721392,430,0.0200055829533823,252,0.586046511627907,0.537870248274028,0.633030609675617,0.0209302325581395,0.434883720930233,0.151162790697674,53
3,NQ_ONLY,ranger,,0.01,0.0914792255324074,215,0.0100027914766912,120,0.558139534883721,0.489021032998863,0.625632491429038,0.027906976744186,0.409302325581395,0.148837209302326,53
