date,event,sourceA,timeA,sourceB,timeB,diff_min
2020-04-01,ADP Nonfarm Employment Change,InvestingC(2019-21),2020-04-01 09:15:00-04:00,InvestingB(scraper),2020-04-01 08:15:00-04:00,60.0
2020-04-01,ISM Manufacturing PMI,InvestingC(2019-21),2020-04-01 11:00:00-04:00,InvestingB(scraper),2020-04-01 10:00:00-04:00,60.0
2020-04-02,Initial Jobless Claims,InvestingC(2019-21),2020-04-02 09:30:00-04:00,InvestingB(scraper),2020-04-02 08:30:00-04:00,60.0
2020-04-03,Nonfarm Payrolls,InvestingC(2019-21),2020-04-03 09:30:00-04:00,InvestingB(scraper),2020-04-03 08:30:00-04:00,60.0
2020-04-03,Unemployment Rate,InvestingC(2019-21),2020-04-03 09:30:00-04:00,InvestingB(scraper),2020-04-03 08:30:00-04:00,60.0
2020-04-03,ISM Non-Manufacturing PMI,InvestingC(2019-21),2020-04-03 11:00:00-04:00,InvestingB(scraper),2020-04-03 10:00:00-04:00,60.0
2020-04-07,10-Year Note Auction,InvestingC(2019-21),2020-04-07 14:01:00-04:00,InvestingB(scraper),2020-04-07 13:01:00-04:00,60.0
2020-04-08,30-Year Bond Auction,InvestingC(2019-21),2020-04-08 14:01:00-04:00,InvestingB(scraper),2020-04-08 13:01:00-04:00,60.0
2020-04-08,FOMC Meeting Minutes,InvestingC(2019-21),2020-04-08 15:00:00-04:00,InvestingB(scraper),2020-04-08 14:00:00-04:00,60.0
2020-04-09,Initial Jobless Claims,InvestingC(2019-21),2020-04-09 09:30:00-04:00,InvestingB(scraper),2020-04-09 08:30:00-04:00,60.0
2020-04-09,Fed Chair Powell Speaks,InvestingC(2019-21),2020-04-09 11:00:00-04:00,InvestingB(scraper),2020-04-09 10:00:00-04:00,60.0
2020-04-09,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-04-09 11:00:00-04:00,InvestingB(scraper),2020-04-09 10:00:00-04:00,60.0
2020-04-09,Michigan Consumer Sentiment,InvestingC(2019-21),2020-04-09 11:00:00-04:00,InvestingB(scraper),2020-04-09 10:00:00-04:00,60.0
2020-04-14,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-04-14 12:05:00-04:00,InvestingB(scraper),2020-04-14 11:05:00-04:00,60.0
2020-04-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2020-04-15 09:30:00-04:00,InvestingB(scraper),2020-04-15 08:30:00-04:00,60.0
2020-04-16,Housing Starts,InvestingC(2019-21),2020-04-16 09:30:00-04:00,InvestingB(scraper),2020-04-16 08:30:00-04:00,60.0
2020-04-16,Initial Jobless Claims,InvestingC(2019-21),2020-04-16 09:30:00-04:00,InvestingB(scraper),2020-04-16 08:30:00-04:00,60.0
2020-04-16,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2020-04-16 09:30:00-04:00,InvestingB(scraper),2020-04-16 08:30:00-04:00,60.0
2020-04-16,FOMC Member Williams Speaks,InvestingC(2019-21),2020-04-16 15:00:00-04:00,InvestingB(scraper),2020-04-16 14:00:00-04:00,60.0
2020-04-23,Initial Jobless Claims,InvestingC(2019-21),2020-04-23 09:30:00-04:00,InvestingB(scraper),2020-04-23 08:30:00-04:00,60.0
2020-04-23,New Home Sales,InvestingC(2019-21),2020-04-23 11:00:00-04:00,InvestingB(scraper),2020-04-23 10:00:00-04:00,60.0
2020-04-23,FOMC Member Williams Speaks,InvestingC(2019-21),2020-04-23 15:00:00-04:00,InvestingB(scraper),2020-04-23 14:00:00-04:00,60.0
2020-04-24,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-04-24 11:00:00-04:00,InvestingB(scraper),2020-04-24 10:00:00-04:00,60.0
2020-04-24,Michigan Consumer Sentiment,InvestingC(2019-21),2020-04-24 11:00:00-04:00,InvestingB(scraper),2020-04-24 10:00:00-04:00,60.0
2020-04-28,CB Consumer Confidence,InvestingC(2019-21),2020-04-28 11:00:00-04:00,InvestingB(scraper),2020-04-28 10:00:00-04:00,60.0
2020-04-29,FOMC Statement,InvestingC(2019-21),2020-04-29 15:00:00-04:00,InvestingB(scraper),2020-04-29 14:00:00-04:00,60.0
2020-04-29,Fed Interest Rate Decision,InvestingC(2019-21),2020-04-29 15:00:00-04:00,InvestingB(scraper),2020-04-29 14:00:00-04:00,60.0
2020-04-29,FOMC Press Conference,InvestingC(2019-21),2020-04-29 15:30:00-04:00,InvestingB(scraper),2020-04-29 14:30:00-04:00,60.0
2020-04-30,Initial Jobless Claims,InvestingC(2019-21),2020-04-30 09:30:00-04:00,InvestingB(scraper),2020-04-30 08:30:00-04:00,60.0
2020-05-01,ISM Manufacturing PMI,InvestingC(2019-21),2020-05-01 11:00:00-04:00,InvestingB(scraper),2020-05-01 10:00:00-04:00,60.0
2020-05-05,ISM Non-Manufacturing PMI,InvestingC(2019-21),2020-05-05 11:00:00-04:00,InvestingB(scraper),2020-05-05 10:00:00-04:00,60.0
2020-05-05,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-05-05 15:00:00-04:00,InvestingB(scraper),2020-05-05 14:00:00-04:00,60.0
2020-05-06,ADP Nonfarm Employment Change,InvestingC(2019-21),2020-05-06 09:15:00-04:00,InvestingB(scraper),2020-05-06 08:15:00-04:00,60.0
2020-05-07,Initial Jobless Claims,InvestingC(2019-21),2020-05-07 09:30:00-04:00,InvestingB(scraper),2020-05-07 08:30:00-04:00,60.0
2020-05-08,Nonfarm Payrolls,InvestingC(2019-21),2020-05-08 09:30:00-04:00,InvestingB(scraper),2020-05-08 08:30:00-04:00,60.0
2020-05-08,Unemployment Rate,InvestingC(2019-21),2020-05-08 09:30:00-04:00,InvestingB(scraper),2020-05-08 08:30:00-04:00,60.0
2020-05-12,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-05-12 10:00:00-04:00,InvestingB(scraper),2020-05-12 09:00:00-04:00,60.0
2020-05-12,10-Year Note Auction,InvestingC(2019-21),2020-05-12 14:01:00-04:00,InvestingB(scraper),2020-05-12 13:01:00-04:00,60.0
2020-05-13,Fed Chair Powell Speaks,InvestingC(2019-21),2020-05-13 10:00:00-04:00,InvestingB(scraper),2020-05-13 09:00:00-04:00,60.0
2020-05-13,30-Year Bond Auction,InvestingC(2019-21),2020-05-13 14:00:00-04:00,InvestingB(scraper),2020-05-13 13:00:00-04:00,60.0
2020-05-14,Initial Jobless Claims,InvestingC(2019-21),2020-05-14 09:30:00-04:00,InvestingB(scraper),2020-05-14 08:30:00-04:00,60.0
2020-05-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2020-05-15 09:30:00-04:00,InvestingB(scraper),2020-05-15 08:30:00-04:00,60.0
2020-05-15,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-05-15 11:00:00-04:00,InvestingB(scraper),2020-05-15 10:00:00-04:00,60.0
2020-05-15,Michigan Consumer Sentiment,InvestingC(2019-21),2020-05-15 11:00:00-04:00,InvestingB(scraper),2020-05-15 10:00:00-04:00,60.0
2020-05-17,Fed Chair Powell Speaks,InvestingC(2019-21),2020-05-17 20:00:00-04:00,InvestingB(scraper),2020-05-17 19:00:00-04:00,60.0
2020-05-19,Housing Starts,InvestingC(2019-21),2020-05-19 09:30:00-04:00,InvestingB(scraper),2020-05-19 08:30:00-04:00,60.0
2020-05-19,Fed Chair Powell Testifies,InvestingC(2019-21),2020-05-19 11:00:00-04:00,InvestingB(scraper),2020-05-19 10:00:00-04:00,60.0
2020-05-20,FOMC Meeting Minutes,InvestingC(2019-21),2020-05-20 15:00:00-04:00,InvestingB(scraper),2020-05-20 14:00:00-04:00,60.0
2020-05-21,Initial Jobless Claims,InvestingC(2019-21),2020-05-21 09:30:00-04:00,InvestingB(scraper),2020-05-21 08:30:00-04:00,60.0
2020-05-21,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2020-05-21 09:30:00-04:00,InvestingB(scraper),2020-05-21 08:30:00-04:00,60.0
2020-05-21,FOMC Member Williams Speaks,InvestingC(2019-21),2020-05-21 11:00:00-04:00,InvestingB(scraper),2020-05-21 10:00:00-04:00,60.0
2020-05-21,Fed Chair Powell Speaks,InvestingC(2019-21),2020-05-21 15:30:00-04:00,InvestingB(scraper),2020-05-21 14:30:00-04:00,60.0
2020-05-26,CB Consumer Confidence,InvestingC(2019-21),2020-05-26 11:00:00-04:00,InvestingB(scraper),2020-05-26 10:00:00-04:00,60.0
2020-05-26,New Home Sales,InvestingC(2019-21),2020-05-26 11:00:00-04:00,InvestingB(scraper),2020-05-26 10:00:00-04:00,60.0
2020-05-27,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-05-27 13:30:00-04:00,InvestingB(scraper),2020-05-27 12:30:00-04:00,60.0
2020-05-28,Initial Jobless Claims,InvestingC(2019-21),2020-05-28 09:30:00-04:00,InvestingB(scraper),2020-05-28 08:30:00-04:00,60.0
2020-05-28,FOMC Member Williams Speaks,InvestingC(2019-21),2020-05-28 12:00:00-04:00,InvestingB(scraper),2020-05-28 11:00:00-04:00,60.0
2020-05-29,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-05-29 11:00:00-04:00,InvestingB(scraper),2020-05-29 10:00:00-04:00,60.0
2020-05-29,Michigan Consumer Sentiment,InvestingC(2019-21),2020-05-29 11:00:00-04:00,InvestingB(scraper),2020-05-29 10:00:00-04:00,60.0
2020-05-29,Fed Chair Powell Speaks,InvestingC(2019-21),2020-05-29 12:00:00-04:00,InvestingB(scraper),2020-05-29 11:00:00-04:00,60.0
2020-05-29,U.S. President Trump Speaks,InvestingC(2019-21),2020-05-29 17:00:00-04:00,InvestingB(scraper),2020-05-29 16:00:00-04:00,60.0
2020-06-01,ISM Manufacturing PMI,InvestingC(2019-21),2020-06-01 11:00:00-04:00,InvestingB(scraper),2020-06-01 10:00:00-04:00,60.0
2020-06-03,ADP Nonfarm Employment Change,InvestingC(2019-21),2020-06-03 09:15:00-04:00,InvestingB(scraper),2020-06-03 08:15:00-04:00,60.0
2020-06-03,ISM Non-Manufacturing PMI,InvestingC(2019-21),2020-06-03 11:00:00-04:00,InvestingB(scraper),2020-06-03 10:00:00-04:00,60.0
2020-06-04,Initial Jobless Claims,InvestingC(2019-21),2020-06-04 09:30:00-04:00,InvestingB(scraper),2020-06-04 08:30:00-04:00,60.0
2020-06-05,Nonfarm Payrolls,InvestingC(2019-21),2020-06-05 09:30:00-04:00,InvestingB(scraper),2020-06-05 08:30:00-04:00,60.0
2020-06-05,Unemployment Rate,InvestingC(2019-21),2020-06-05 09:30:00-04:00,InvestingB(scraper),2020-06-05 08:30:00-04:00,60.0
2020-06-05,U.S. President Trump Speaks,InvestingC(2019-21),2020-06-05 11:00:00-04:00,InvestingB(scraper),2020-06-05 10:00:00-04:00,60.0
2020-06-09,10-Year Note Auction,InvestingC(2019-21),2020-06-09 14:01:00-04:00,InvestingB(scraper),2020-06-09 13:01:00-04:00,60.0
2020-06-10,FOMC Economic Projections,InvestingC(2019-21),2020-06-10 15:00:00-04:00,InvestingB(scraper),2020-06-10 14:00:00-04:00,60.0
2020-06-10,FOMC Statement,InvestingC(2019-21),2020-06-10 15:00:00-04:00,InvestingB(scraper),2020-06-10 14:00:00-04:00,60.0
2020-06-10,Fed Interest Rate Decision,InvestingC(2019-21),2020-06-10 15:00:00-04:00,InvestingB(scraper),2020-06-10 14:00:00-04:00,60.0
2020-06-10,FOMC Press Conference,InvestingC(2019-21),2020-06-10 15:30:00-04:00,InvestingB(scraper),2020-06-10 14:30:00-04:00,60.0
2020-06-11,Initial Jobless Claims,InvestingC(2019-21),2020-06-11 09:30:00-04:00,InvestingB(scraper),2020-06-11 08:30:00-04:00,60.0
2020-06-11,30-Year Bond Auction,InvestingC(2019-21),2020-06-11 14:01:00-04:00,InvestingB(scraper),2020-06-11 13:01:00-04:00,60.0
2020-06-12,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-06-12 11:00:00-04:00,InvestingB(scraper),2020-06-12 10:00:00-04:00,60.0
2020-06-12,Michigan Consumer Sentiment,InvestingC(2019-21),2020-06-12 11:00:00-04:00,InvestingB(scraper),2020-06-12 10:00:00-04:00,60.0
2020-06-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2020-06-15 09:30:00-04:00,InvestingB(scraper),2020-06-15 08:30:00-04:00,60.0
2020-06-16,Fed Chair Powell Testifies,InvestingC(2019-21),2020-06-16 11:00:00-04:00,InvestingB(scraper),2020-06-16 10:00:00-04:00,60.0
2020-06-17,Housing Starts,InvestingC(2019-21),2020-06-17 09:30:00-04:00,InvestingB(scraper),2020-06-17 08:30:00-04:00,60.0
2020-06-17,Fed Chair Powell Testifies,InvestingC(2019-21),2020-06-17 13:00:00-04:00,InvestingB(scraper),2020-06-17 12:00:00-04:00,60.0
2020-06-18,Initial Jobless Claims,InvestingC(2019-21),2020-06-18 09:30:00-04:00,InvestingB(scraper),2020-06-18 08:30:00-04:00,60.0
2020-06-18,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2020-06-18 09:30:00-04:00,InvestingB(scraper),2020-06-18 08:30:00-04:00,60.0
2020-06-19,Fed Chair Powell Speaks,InvestingC(2019-21),2020-06-19 14:00:00-04:00,InvestingB(scraper),2020-06-19 13:00:00-04:00,60.0
2020-06-23,New Home Sales,InvestingC(2019-21),2020-06-23 11:00:00-04:00,InvestingB(scraper),2020-06-23 10:00:00-04:00,60.0
2020-06-24,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-06-24 16:00:00-04:00,InvestingB(scraper),2020-06-24 15:00:00-04:00,60.0
2020-06-25,Initial Jobless Claims,InvestingC(2019-21),2020-06-25 09:30:00-04:00,InvestingB(scraper),2020-06-25 08:30:00-04:00,60.0
2020-06-26,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-06-26 11:00:00-04:00,InvestingB(scraper),2020-06-26 10:00:00-04:00,60.0
2020-06-26,Michigan Consumer Sentiment,InvestingC(2019-21),2020-06-26 11:00:00-04:00,InvestingB(scraper),2020-06-26 10:00:00-04:00,60.0
2020-06-29,FOMC Member Williams Speaks,InvestingC(2019-21),2020-06-29 16:00:00-04:00,InvestingB(scraper),2020-06-29 15:00:00-04:00,60.0
2020-06-30,FOMC Member Williams Speaks,InvestingC(2019-21),2020-06-30 08:00:00-04:00,InvestingB(scraper),2020-06-30 07:00:00-04:00,60.0
2020-06-30,CB Consumer Confidence,InvestingC(2019-21),2020-06-30 11:00:00-04:00,InvestingB(scraper),2020-06-30 10:00:00-04:00,60.0
2020-06-30,Fed Chair Powell Testifies,InvestingC(2019-21),2020-06-30 13:30:00-04:00,InvestingB(scraper),2020-06-30 12:30:00-04:00,60.0
2020-07-01,ADP Nonfarm Employment Change,InvestingC(2019-21),2020-07-01 09:15:00-04:00,InvestingB(scraper),2020-07-01 08:15:00-04:00,60.0
2020-07-01,ISM Manufacturing PMI,InvestingC(2019-21),2020-07-01 11:00:00-04:00,InvestingB(scraper),2020-07-01 10:00:00-04:00,60.0
2020-07-01,FOMC Meeting Minutes,InvestingC(2019-21),2020-07-01 15:00:00-04:00,InvestingB(scraper),2020-07-01 14:00:00-04:00,60.0
2020-07-02,Initial Jobless Claims,InvestingC(2019-21),2020-07-02 09:30:00-04:00,InvestingB(scraper),2020-07-02 08:30:00-04:00,60.0
2020-07-02,Nonfarm Payrolls,InvestingC(2019-21),2020-07-02 09:30:00-04:00,InvestingB(scraper),2020-07-02 08:30:00-04:00,60.0
2020-07-02,Unemployment Rate,InvestingC(2019-21),2020-07-02 09:30:00-04:00,InvestingB(scraper),2020-07-02 08:30:00-04:00,60.0
2020-07-02,U.S. President Trump Speaks,InvestingC(2019-21),2020-07-02 10:30:00-04:00,InvestingB(scraper),2020-07-02 09:30:00-04:00,60.0
2020-07-06,ISM Non-Manufacturing PMI,InvestingC(2019-21),2020-07-06 11:00:00-04:00,InvestingB(scraper),2020-07-06 10:00:00-04:00,60.0
2020-07-08,10-Year Note Auction,InvestingC(2019-21),2020-07-08 14:01:00-04:00,InvestingB(scraper),2020-07-08 13:01:00-04:00,60.0
2020-07-09,Initial Jobless Claims,InvestingC(2019-21),2020-07-09 09:30:00-04:00,InvestingB(scraper),2020-07-09 08:30:00-04:00,60.0
2020-07-09,30-Year Bond Auction,InvestingC(2019-21),2020-07-09 14:01:00-04:00,InvestingB(scraper),2020-07-09 13:01:00-04:00,60.0
2020-07-13,FOMC Member Williams Speaks,InvestingC(2019-21),2020-07-13 12:30:00-04:00,InvestingB(scraper),2020-07-13 11:30:00-04:00,60.0
2020-07-14,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-07-14 15:30:00-04:00,InvestingB(scraper),2020-07-14 14:30:00-04:00,60.0
2020-07-15,NY Empire State Manufacturing Index,InvestingC(2019-21),2020-07-15 09:30:00-04:00,InvestingB(scraper),2020-07-15 08:30:00-04:00,60.0
2020-07-16,Initial Jobless Claims,InvestingC(2019-21),2020-07-16 09:30:00-04:00,InvestingB(scraper),2020-07-16 08:30:00-04:00,60.0
2020-07-16,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2020-07-16 09:30:00-04:00,InvestingB(scraper),2020-07-16 08:30:00-04:00,60.0
2020-07-16,FOMC Member Williams Speaks,InvestingC(2019-21),2020-07-16 12:10:00-04:00,InvestingB(scraper),2020-07-16 11:10:00-04:00,60.0
2020-07-17,Housing Starts,InvestingC(2019-21),2020-07-17 09:30:00-04:00,InvestingB(scraper),2020-07-17 08:30:00-04:00,60.0
2020-07-17,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-07-17 11:00:00-04:00,InvestingB(scraper),2020-07-17 10:00:00-04:00,60.0
2020-07-17,Michigan Consumer Sentiment,InvestingC(2019-21),2020-07-17 11:00:00-04:00,InvestingB(scraper),2020-07-17 10:00:00-04:00,60.0
2020-07-23,Initial Jobless Claims,InvestingC(2019-21),2020-07-23 09:30:00-04:00,InvestingB(scraper),2020-07-23 08:30:00-04:00,60.0
2020-07-24,New Home Sales,InvestingC(2019-21),2020-07-24 11:00:00-04:00,InvestingB(scraper),2020-07-24 10:00:00-04:00,60.0
2020-07-28,CB Consumer Confidence,InvestingC(2019-21),2020-07-28 11:00:00-04:00,InvestingB(scraper),2020-07-28 10:00:00-04:00,60.0
2020-07-29,FOMC Statement,InvestingC(2019-21),2020-07-29 15:00:00-04:00,InvestingB(scraper),2020-07-29 14:00:00-04:00,60.0
2020-07-29,Fed Interest Rate Decision,InvestingC(2019-21),2020-07-29 15:00:00-04:00,InvestingB(scraper),2020-07-29 14:00:00-04:00,60.0
2020-07-29,FOMC Press Conference,InvestingC(2019-21),2020-07-29 15:30:00-04:00,InvestingB(scraper),2020-07-29 14:30:00-04:00,60.0
2020-07-30,Initial Jobless Claims,InvestingC(2019-21),2020-07-30 09:30:00-04:00,InvestingB(scraper),2020-07-30 08:30:00-04:00,60.0
2020-07-31,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-07-31 11:00:00-04:00,InvestingB(scraper),2020-07-31 10:00:00-04:00,60.0
2020-07-31,Michigan Consumer Sentiment,InvestingC(2019-21),2020-07-31 11:00:00-04:00,InvestingB(scraper),2020-07-31 10:00:00-04:00,60.0
2020-08-03,ISM Manufacturing PMI,InvestingC(2019-21),2020-08-03 11:00:00-04:00,InvestingB(scraper),2020-08-03 10:00:00-04:00,60.0
2020-08-03,FOMC Member Bullard Speaks,InvestingC(2019-21),2020-08-03 13:30:00-04:00,InvestingB(scraper),2020-08-03 12:30:00-04:00,60.0
2020-08-05,ADP Nonfarm Employment Change,InvestingC(2019-21),2020-08-05 09:15:00-04:00,InvestingB(scraper),2020-08-05 08:15:00-04:00,60.0
2020-08-05,ISM Non-Manufacturing PMI,InvestingC(2019-21),2020-08-05 11:00:00-04:00,InvestingB(scraper),2020-08-05 10:00:00-04:00,60.0
2020-08-06,Initial Jobless Claims,InvestingC(2019-21),2020-08-06 09:30:00-04:00,InvestingB(scraper),2020-08-06 08:30:00-04:00,60.0
2020-08-07,Nonfarm Payrolls,InvestingC(2019-21),2020-08-07 09:30:00-04:00,InvestingB(scraper),2020-08-07 08:30:00-04:00,60.0
2020-08-07,Unemployment Rate,InvestingC(2019-21),2020-08-07 09:30:00-04:00,InvestingB(scraper),2020-08-07 08:30:00-04:00,60.0
2020-08-12,10-Year Note Auction,InvestingC(2019-21),2020-08-12 14:01:00-04:00,InvestingB(scraper),2020-08-12 13:01:00-04:00,60.0
2020-08-13,Initial Jobless Claims,InvestingC(2019-21),2020-08-13 09:30:00-04:00,InvestingB(scraper),2020-08-13 08:30:00-04:00,60.0
2020-08-13,30-Year Bond Auction,InvestingC(2019-21),2020-08-13 14:01:00-04:00,InvestingB(scraper),2020-08-13 13:01:00-04:00,60.0
2020-08-14,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-08-14 11:00:00-04:00,InvestingB(scraper),2020-08-14 10:00:00-04:00,60.0
2020-08-14,Michigan Consumer Sentiment,InvestingC(2019-21),2020-08-14 11:00:00-04:00,InvestingB(scraper),2020-08-14 10:00:00-04:00,60.0
2020-08-17,NY Empire State Manufacturing Index,InvestingC(2019-21),2020-08-17 09:30:00-04:00,InvestingB(scraper),2020-08-17 08:30:00-04:00,60.0
2020-08-18,Housing Starts,InvestingC(2019-21),2020-08-18 09:30:00-04:00,InvestingB(scraper),2020-08-18 08:30:00-04:00,60.0
2020-08-19,FOMC Meeting Minutes,InvestingC(2019-21),2020-08-19 15:00:00-04:00,InvestingB(scraper),2020-08-19 14:00:00-04:00,60.0
2020-08-20,Initial Jobless Claims,InvestingC(2019-21),2020-08-20 09:30:00-04:00,InvestingB(scraper),2020-08-20 08:30:00-04:00,60.0
2020-08-20,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2020-08-20 09:30:00-04:00,InvestingB(scraper),2020-08-20 08:30:00-04:00,60.0
2020-08-25,CB Consumer Confidence,InvestingC(2019-21),2020-08-25 11:00:00-04:00,InvestingB(scraper),2020-08-25 10:00:00-04:00,60.0
2020-08-25,New Home Sales,InvestingC(2019-21),2020-08-25 11:00:00-04:00,InvestingB(scraper),2020-08-25 10:00:00-04:00,60.0
2020-08-27,Initial Jobless Claims,InvestingC(2019-21),2020-08-27 09:30:00-04:00,InvestingB(scraper),2020-08-27 08:30:00-04:00,60.0
2020-08-27,Fed Chair Powell Speaks,InvestingC(2019-21),2020-08-27 10:10:00-04:00,InvestingB(scraper),2020-08-27 09:10:00-04:00,60.0
2020-08-28,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2020-08-28 11:00:00-04:00,InvestingB(scraper),2020-08-28 10:00:00-04:00,60.0
2020-08-28,Michigan Consumer Sentiment,InvestingC(2019-21),2020-08-28 11:00:00-04:00,InvestingB(scraper),2020-08-28 10:00:00-04:00,60.0
2021-02-02,FOMC Member Williams Speaks,InvestingC(2019-21),2021-02-02 15:00:00-05:00,InvestingB(scraper),2021-02-02 14:00:00-05:00,60.0
2021-02-03,ADP Nonfarm Employment Change,InvestingC(2019-21),2021-02-03 09:15:00-05:00,InvestingB(scraper),2021-02-03 08:15:00-05:00,60.0
2021-02-03,ISM Non-Manufacturing PMI,InvestingC(2019-21),2021-02-03 11:00:00-05:00,InvestingB(scraper),2021-02-03 10:00:00-05:00,60.0
2021-02-03,FOMC Member Bullard Speaks,InvestingC(2019-21),2021-02-03 14:00:00-05:00,InvestingB(scraper),2021-02-03 13:00:00-05:00,60.0
2021-02-04,Initial Jobless Claims,InvestingC(2019-21),2021-02-04 09:30:00-05:00,InvestingB(scraper),2021-02-04 08:30:00-05:00,60.0
2021-02-05,Nonfarm Payrolls,InvestingC(2019-21),2021-02-05 09:30:00-05:00,InvestingB(scraper),2021-02-05 08:30:00-05:00,60.0
2021-02-05,Unemployment Rate,InvestingC(2019-21),2021-02-05 09:30:00-05:00,InvestingB(scraper),2021-02-05 08:30:00-05:00,60.0
2021-02-09,FOMC Member Bullard Speaks,InvestingC(2019-21),2021-02-09 13:00:00-05:00,InvestingB(scraper),2021-02-09 12:00:00-05:00,60.0
2021-02-10,10-Year Note Auction,InvestingC(2019-21),2021-02-10 14:00:00-05:00,InvestingB(scraper),2021-02-10 13:00:00-05:00,60.0
2021-02-10,Fed Chair Powell Speaks,InvestingC(2019-21),2021-02-10 15:00:00-05:00,InvestingB(scraper),2021-02-10 14:00:00-05:00,60.0
2021-02-11,Initial Jobless Claims,InvestingC(2019-21),2021-02-11 09:30:00-05:00,InvestingB(scraper),2021-02-11 08:30:00-05:00,60.0
2021-02-11,30-Year Bond Auction,InvestingC(2019-21),2021-02-11 14:00:00-05:00,InvestingB(scraper),2021-02-11 13:00:00-05:00,60.0
2021-02-12,FOMC Member Williams Speaks,InvestingC(2019-21),2021-02-12 11:00:00-05:00,InvestingB(scraper),2021-02-12 10:00:00-05:00,60.0
2021-02-12,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2021-02-12 11:00:00-05:00,InvestingB(scraper),2021-02-12 10:00:00-05:00,60.0
2021-02-12,Michigan Consumer Sentiment,InvestingC(2019-21),2021-02-12 11:00:00-05:00,InvestingB(scraper),2021-02-12 10:00:00-05:00,60.0
2021-02-16,NY Empire State Manufacturing Index,InvestingC(2019-21),2021-02-16 09:30:00-05:00,InvestingB(scraper),2021-02-16 08:30:00-05:00,60.0
2021-02-17,FOMC Meeting Minutes,InvestingC(2019-21),2021-02-17 15:00:00-05:00,InvestingB(scraper),2021-02-17 14:00:00-05:00,60.0
2021-02-18,Housing Starts,InvestingC(2019-21),2021-02-18 09:30:00-05:00,InvestingB(scraper),2021-02-18 08:30:00-05:00,60.0
2021-02-18,Initial Jobless Claims,InvestingC(2019-21),2021-02-18 09:30:00-05:00,InvestingB(scraper),2021-02-18 08:30:00-05:00,60.0
2021-02-18,Philadelphia Fed Manufacturing Index,InvestingC(2019-21),2021-02-18 09:30:00-05:00,InvestingB(scraper),2021-02-18 08:30:00-05:00,60.0
2021-02-23,CB Consumer Confidence,InvestingC(2019-21),2021-02-23 11:00:00-05:00,InvestingB(scraper),2021-02-23 10:00:00-05:00,60.0
2021-02-23,Fed Chair Powell Testifies,InvestingC(2019-21),2021-02-23 11:00:00-05:00,InvestingB(scraper),2021-02-23 10:00:00-05:00,60.0
2021-02-24,Fed Chair Powell Testifies,InvestingC(2019-21),2021-02-24 11:00:00-05:00,InvestingB(scraper),2021-02-24 10:00:00-05:00,60.0
2021-02-24,New Home Sales,InvestingC(2019-21),2021-02-24 11:00:00-05:00,InvestingB(scraper),2021-02-24 10:00:00-05:00,60.0
2021-02-25,Initial Jobless Claims,InvestingC(2019-21),2021-02-25 09:30:00-05:00,InvestingB(scraper),2021-02-25 08:30:00-05:00,60.0
2021-02-25,FOMC Member Williams Speaks,InvestingC(2019-21),2021-02-25 16:00:00-05:00,InvestingB(scraper),2021-02-25 15:00:00-05:00,60.0
2021-02-26,Michigan 5-Year Inflation Expectations,InvestingC(2019-21),2021-02-26 11:00:00-05:00,InvestingB(scraper),2021-02-26 10:00:00-05:00,60.0
2021-02-26,Michigan Consumer Sentiment,InvestingC(2019-21),2021-02-26 11:00:00-05:00,InvestingB(scraper),2021-02-26 10:00:00-05:00,60.0
2021-03-01,FOMC Member Williams Speaks,InvestingC(2019-21),2021-03-01 10:00:00-05:00,InvestingB(scraper),2021-03-01 09:00:00-05:00,60.0
2021-03-01,ISM Manufacturing PMI,InvestingC(2019-21),2021-03-01 11:00:00-05:00,InvestingB(scraper),2021-03-01 10:00:00-05:00,60.0
2021-03-03,ADP Nonfarm Employment Change,InvestingC(2019-21),2021-03-03 09:15:00-05:00,InvestingB(scraper),2021-03-03 08:15:00-05:00,60.0
2021-03-03,ISM Non-Manufacturing PMI,InvestingC(2019-21),2021-03-03 11:00:00-05:00,InvestingB(scraper),2021-03-03 10:00:00-05:00,60.0
